alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity
10.2,0.051,0.31,0.999,7.5,33.0,3.09,17.7,0.64,173.0,0.27
9.2,0.034,0.22,0.9989,6.8,16.0,3.07,17.8,0.53,116.0,0.27
8.7,0.037,0.74,0.9981,7.2,47.0,3.04,12.5,0.44,156.0,0.27
10.5,0.048,0.22,0.99256,6.3,41.0,3.16,3.3,0.5,161.0,0.25
9.2,0.034,0.24,0.9933,6.6,17.0,3.13,1.2,0.36,121.0,0.3
9.3,0.037,0.46,0.99601,6.8,49.0,3.17,8.3,0.47,173.0,0.26
9.0,0.051,0.3,0.99835,6.6,33.0,3.04,14.9,0.54,118.0,0.23
13.2,0.033,0.25,0.98794,6.0,30.0,3.08,1.4,0.43,114.0,0.29
9.9,0.042,0.15,0.99362,5.8,27.0,3.06,6.1,0.6,123.0,0.14
9.5,0.061,0.72,0.993,6.5,7.0,3.09,1.1,0.57,151.0,0.33
9.8,0.074,0.21,0.998,8.5,41.0,3.02,16.2,0.5,197.0,0.26
10.4,0.032,0.36,0.9921,8.0,21.0,3.08,1.2,0.37,78.0,0.2
11.5,0.032,0.31,0.99189,8.5,11.0,3.06,2.8,0.44,61.0,0.25
9.4,0.047,0.49,0.9938,7.0,37.0,2.95,3.8,0.4,136.0,0.29
8.8,0.041,0.2,0.99494,6.5,9.0,2.94,6.6,0.51,126.0,0.315
11.1,0.032,0.4,0.992,7.4,9.0,3.09,4.3,0.39,95.0,0.24
10.9,0.037,0.42,0.99321,7.0,36.0,3.14,5.3,0.52,123.0,0.21
9.3,0.046,0.2,0.99605,6.6,81.0,3.17,8.7,0.44,224.0,0.62
9.1,0.043,0.31,0.99954,6.9,38.0,2.93,19.25,0.52,167.0,0.19
11.7,0.028,0.25,0.9909,6.7,24.0,3.14,2.5,0.36,84.0,0.37
9.2,0.043,0.61,0.9987,7.2,14.0,3.06,16.2,0.36,103.0,0.2
9.4,0.05,0.52,0.99628,6.6,29.0,3.07,10.1,0.4,140.0,0.36
12.2,0.031,0.22,0.99076,7.2,10.0,2.97,4.5,0.52,73.0,0.33
9.0,0.05,0.34,0.9983,7.3,38.0,3.03,15.4,0.42,174.0,0.24
8.8,0.084,0.26,1.0011,7.5,33.0,3.17,18.35,0.39,139.0,0.26
10.5,0.041,0.31,0.99092,6.5,34.0,3.06,1.5,0.46,121.0,0.17
10.0,0.043,0.14,0.992,6.7,64.0,3.17,1.4,0.39,159.0,0.28
9.6,0.057,0.3,0.993,7.4,33.0,3.12,1.4,0.5,135.0,0.19
9.8,0.038,0.34,0.9954,6.5,30.0,3.11,9.9,0.44,133.0,0.28
11.2,0.026,0.26,0.9932,7.9,40.0,3.04,2.0,0.39,190.0,0.255
8.8,0.056,0.25,0.9961,7.3,47.0,3.08,7.2,0.47,180.0,0.32
11.3,0.035,0.42,0.9908,7.6,18.0,2.99,1.3,0.39,86.0,0.29
11.4,0.023,0.38,0.99047,6.9,30.0,3.11,1.15,0.38,105.0,0.19
11.2,0.038,0.19,0.99151,6.4,36.0,3.07,4.5,0.42,119.0,0.38
9.1,0.047,0.53,0.9984,7.3,60.5,3.06,12.7,0.45,156.0,0.26
9.4,0.045,0.36,0.99556,8.6,11.0,3.17,1.4,0.47,119.0,0.34
9.4,0.043,0.18,0.99566,6.7,57.0,3.17,7.7,0.44,200.0,0.31
11.5,0.028,0.28,0.99238,7.4,14.0,2.94,7.25,0.37,78.0,0.25
10.8,0.036,0.25,0.99362,6.6,21.0,3.06,8.0,0.38,124.0,0.3
10.1,0.05,0.34,0.99724,8.1,30.0,3.17,10.1,0.49,121.0,0.25
9.5,0.05,0.27,0.99422,7.6,23.0,3.08,4.6,0.47,98.0,0.17
9.8,0.052,0.49,0.9924,6.3,34.0,2.99,1.5,0.61,134.0,0.26
10.9,0.031,0.29,0.99194,7.5,24.0,3.0,2.6,0.54,98.0,0.23
9.0,0.047,0.52,0.9982,7.5,64.0,3.1,13.2,0.46,179.0,0.26
11.0,0.043,0.36,0.9925,7.1,21.0,3.16,1.2,0.42,90.0,0.16
12.4,0.04,0.27,0.98914,6.4,35.0,3.13,1.5,0.3,105.0,0.24
12.5,0.029,0.43,0.99118,7.0,6.0,3.08,6.1,0.5,76.0,0.53
10.7,0.042,0.26,0.9944,7.6,32.0,3.14,6.5,0.47,160.0,0.29
11.5,0.017,0.24,0.99084,6.7,22.0,3.03,2.7,0.37,80.0,0.39
8.8,0.09,0.26,0.9944,7.3,7.0,3.01,3.3,0.52,135.0,0.51
12.1,0.028,0.34,0.9901,7.8,32.0,3.0,1.6,0.38,118.0,0.28
11.7,0.036,0.27,0.9939,7.9,20.0,2.96,8.5,0.46,112.0,0.3
10.1,0.059,0.49,0.9958,9.1,10.0,3.15,2.0,0.46,112.0,0.28
11.3,0.033,0.49,0.9955,7.8,37.0,3.14,13.0,0.35,158.0,0.43
9.8,0.039,0.26,0.9942,7.9,8.0,3.05,2.1,0.74,143.0,0.19
9.1,0.052,0.3,0.998,6.6,40.0,3.02,14.4,0.5,183.0,0.25
11.0,0.033,0.3,0.99109,8.3,20.0,3.02,1.1,0.51,57.0,0.18
9.0,0.056,0.21,0.99827,6.9,49.0,3.11,15.7,0.48,159.0,0.3
9.5,0.056,0.18,0.9935,6.8,13.0,3.11,1.4,0.42,137.0,0.25
12.6,0.039,0.21,0.99188,9.6,21.0,3.0,2.0,1.0,120.0,0.655
10.0,0.034,0.39,0.99616,7.1,25.0,3.05,11.1,0.52,204.0,0.39
11.7,0.033,0.27,0.99086,6.7,25.0,3.05,2.6,0.34,85.0,0.41
11.4,0.032,0.29,0.9908,8.4,4.0,2.91,1.05,0.32,55.0,0.29
12.2,0.039,0.35,0.9918,7.0,24.0,3.17,1.5,0.64,125.0,0.32
9.0,0.054,0.29,0.9998,7.8,23.0,3.16,16.85,0.38,135.0,0.3
10.0,0.034,0.48,0.9958,9.8,5.0,2.87,9.85,0.29,110.0,0.42
10.6,0.041,0.45,0.9927,7.5,67.0,3.01,4.6,0.38,158.0,0.18
11.7,0.037,0.34,0.98949,6.6,45.0,2.96,1.0,0.5,79.0,0.15
9.2,0.074,0.32,0.998,7.1,29.0,2.96,14.45,0.42,107.0,0.26
12.7,0.036,0.32,0.9899,6.2,15.0,3.16,2.2,0.48,70.0,0.32
9.2,0.043,0.61,0.9987,7.2,14.0,3.06,16.2,0.36,103.0,0.2
10.8,0.049,0.37,0.99226,7.1,28.0,3.15,1.5,0.52,129.0,0.2
9.6,0.031,0.33,0.99692,7.8,47.0,3.07,10.4,0.58,194.0,0.32
8.9,0.16,0.71,0.9948,7.5,44.0,3.08,1.3,0.42,149.0,0.3
9.7,0.044,0.2,0.99604,6.6,45.0,2.96,11.4,0.51,131.0,0.23
9.7,0.054,0.23,0.99836,7.6,20.0,3.16,12.7,0.5,139.0,0.31
8.6,0.039,0.58,0.9978,7.7,41.0,3.06,11.1,0.49,151.0,0.34
10.7,0.036,0.27,0.9928,6.3,81.0,3.05,4.5,0.76,157.0,0.22
10.4,0.038,0.33,0.9954,6.9,33.0,3.04,12.7,0.65,116.0,0.31
10.3,0.033,0.36,0.9969,7.9,43.0,3.14,11.1,0.46,208.0,0.29
9.5,0.044,0.56,0.998,10.7,37.0,2.87,8.2,0.68,181.0,0.22
10.6,0.036,0.22,0.99445,6.3,27.0,3.0,11.5,0.33,150.0,0.28
12.9,0.032,0.28,0.99036,6.6,19.0,3.11,4.4,0.62,78.0,0.64
9.0,0.068,0.19,0.9934,6.4,18.0,3.03,3.5,0.38,101.0,0.37
9.5,0.064,0.19,0.99297,6.5,36.0,3.05,1.1,0.5,191.0,0.22
9.0,0.063,0.28,0.9973,6.4,66.0,2.89,11.1,0.57,169.0,0.29
9.2,0.152,0.82,0.99312,6.7,49.0,2.99,1.2,0.38,120.0,0.325
8.7,0.045,0.67,0.9975,7.1,49.0,3.16,10.5,0.44,155.0,0.37
9.4,0.172,0.39,0.9937,6.7,63.0,3.11,2.5,0.36,158.0,0.23
10.2,0.053,0.32,0.9972,8.2,53.0,3.17,10.65,0.48,145.0,0.21
9.1,0.044,0.3,0.9972,7.2,61.0,3.14,10.7,0.5,222.0,0.28
9.5,0.032,0.16,0.99274,6.3,25.0,3.16,0.9,0.42,98.0,0.41
9.3,0.036,0.29,0.99534,6.7,28.0,3.08,7.1,0.36,100.0,0.26
10.2,0.038,0.32,0.99573,6.4,69.0,3.14,11.3,0.5,192.0,0.25
9.3,0.041,0.61,0.99794,7.7,66.0,3.0,11.8,0.54,188.0,0.32
9.0,0.035,0.32,0.99666,6.7,18.0,2.88,12.5,0.36,156.0,0.16
11.3,0.06,0.28,0.9935,7.2,41.0,3.08,7.2,0.59,132.0,0.22
13.1,0.038,0.23,0.98898,6.1,13.0,2.97,4.2,0.7,95.0,0.28
11.0,0.031,0.3,0.99095,6.6,13.0,3.17,1.1,0.58,73.0,0.17
12.0,0.036,0.37,0.98942,5.8,31.0,3.16,1.1,0.48,96.0,0.18
10.8,0.04,0.74,0.9916,7.6,27.0,3.07,1.6,0.4,103.0,0.14
10.4,0.043,0.3,0.99524,6.8,53.0,3.03,11.8,0.58,133.0,0.25
8.8,0.057,0.27,0.99807,7.3,45.0,2.94,13.9,0.41,155.0,0.19
9.3,0.053,0.37,0.996,6.9,36.0,3.16,8.9,0.5,148.0,0.4
9.5,0.056,0.24,0.99718,7.0,68.0,3.05,12.1,0.5,210.0,0.44
9.0,0.067,0.35,0.9972,6.5,61.0,3.15,9.8,0.57,180.0,0.28
9.7,0.037,0.34,0.9962,8.9,33.0,3.1,7.1,0.45,150.0,0.21
9.1,0.051,0.31,0.99834,6.7,20.0,3.06,16.4,0.54,146.0,0.34
11.6,0.031,0.28,0.9948,6.9,34.0,3.1,13.8,0.37,137.0,0.37
10.2,0.058,0.04,0.99271,6.8,25.0,3.17,1.3,0.39,133.0,0.63
8.7,0.06,0.16,0.99353,6.1,36.0,3.13,1.3,0.46,126.0,0.28
9.5,0.054,0.26,0.99538,6.4,47.0,3.12,8.2,0.5,182.0,0.24
10.4,0.018,0.28,0.9926,8.8,18.0,2.97,1.1,0.35,72.0,0.2
12.3,0.035,0.22,0.99024,6.8,40.0,3.09,3.4,0.47,122.0,0.29
10.1,0.042,0.29,0.99586,6.8,56.0,3.11,9.5,0.51,157.0,0.24
10.4,0.043,0.34,0.9974,9.2,49.0,3.04,10.5,0.41,228.0,0.27
9.4,0.048,0.32,0.9967,7.1,36.0,2.92,12.2,0.54,125.0,0.18
13.4,0.032,0.24,0.98934,6.2,19.0,3.04,6.1,0.26,86.0,0.37
10.5,0.036,0.32,0.9962,7.5,25.0,3.15,11.1,0.34,119.0,0.33
8.9,0.056,0.3,0.999,7.6,53.0,3.14,14.2,0.46,212.5,0.2
12.8,0.026,0.3,0.99381,6.6,11.0,3.13,11.3,0.55,77.0,0.24
10.4,0.029,0.52,0.9918,7.0,5.0,3.07,1.7,0.43,61.0,0.31
9.5,0.044,0.35,0.997,8.0,53.0,3.09,9.2,0.56,186.0,0.23
12.0,0.035,0.49,0.9935,8.4,22.0,3.04,7.8,0.34,95.0,0.23
11.4,0.026,0.37,0.9903,7.1,23.0,3.15,2.4,0.38,100.0,0.21
9.0,0.062,0.3,0.99808,6.8,19.0,3.0,12.8,0.52,171.0,0.18
11.3,0.045,0.32,0.99135,7.5,29.0,3.08,2.4,0.6,100.0,0.22
9.3,0.049,0.26,0.9984,6.8,55.0,3.15,16.1,0.5,196.0,0.27
10.8,0.042,0.34,0.99278,7.2,16.0,2.99,6.4,0.4,111.0,0.17
9.4,0.046,0.31,0.99714,7.6,6.0,3.07,9.4,0.61,194.0,0.48
9.4,0.057,0.34,0.9954,7.0,19.0,2.99,8.0,0.59,101.0,0.21
12.6,0.044,0.47,0.991,7.2,19.0,3.03,5.1,0.41,65.0,0.32
8.9,0.066,0.42,0.9979,7.4,48.0,2.89,14.0,0.42,198.0,0.24
9.8,0.053,0.26,0.99699,7.4,55.0,3.11,11.8,0.6,173.0,0.27
10.0,0.033,0.07,0.99208,6.6,55.0,3.16,1.5,0.42,144.0,0.31
9.2,0.038,0.38,0.9934,8.3,15.0,3.03,1.1,0.43,75.0,0.4
10.5,0.039,0.49,0.993,9.0,46.0,3.09,1.0,0.51,131.0,0.17
11.0,0.045,0.49,0.9954,7.9,48.0,3.04,7.7,0.55,195.0,0.28
9.0,0.07,0.3,0.99654,6.8,67.0,2.89,10.6,0.42,194.0,0.22
9.4,0.04,0.27,0.99831,7.4,60.0,3.05,12.9,0.66,221.0,0.32
9.4,0.03,0.27,0.9954,4.9,34.0,3.07,11.75,0.5,118.0,0.235
9.0,0.051,0.42,0.9932,6.0,61.0,3.02,1.1,0.4,197.0,0.45
10.5,0.042,0.33,0.99198,7.4,47.0,3.04,1.2,0.68,121.0,0.16
10.6,0.042,0.35,0.9926,8.7,11.0,3.08,0.6,0.38,71.0,0.24
11.0,0.042,0.78,0.99435,7.0,21.0,3.01,9.9,0.55,251.0,0.33
9.0,0.157,0.54,0.99449,7.2,34.0,3.11,1.4,0.53,132.0,0.39
12.9,0.034,0.38,0.99386,6.6,8.0,3.1,12.75,0.57,74.0,0.24
9.5,0.05,0.29,0.9962,7.4,21.0,3.13,10.1,0.35,105.0,0.24
11.4,0.035,0.36,0.99094,6.6,43.0,3.01,1.2,0.63,126.0,0.26
11.0,0.048,0.32,0.99178,8.4,59.0,3.1,1.3,0.55,113.0,0.23
11.8,0.037,0.31,0.99,6.4,34.0,3.06,1.9,0.45,126.0,0.32
9.2,0.086,0.26,0.9963,7.6,37.0,3.15,4.5,0.42,133.0,0.2
11.3,0.044,0.29,0.99143,7.2,39.0,3.0,3.1,0.6,122.0,0.21
9.4,0.042,0.48,0.9983,7.4,62.0,3.06,14.2,0.59,204.0,0.31
8.9,0.037,0.67,0.9966,7.5,53.0,2.9,8.1,0.41,166.0,0.29
10.8,0.043,0.33,0.99118,7.0,46.0,3.04,1.0,0.65,110.0,0.23
9.4,0.051,0.22,0.99676,6.6,35.0,3.1,12.3,0.67,146.0,0.24
9.3,0.047,0.32,1.00014,7.6,32.0,3.1,18.75,0.5,193.0,0.19
9.7,0.041,0.56,0.99119,5.3,46.0,3.16,0.9,0.62,141.0,0.23
12.5,0.035,0.29,0.98916,6.6,15.0,3.04,2.9,0.37,101.0,0.38
9.1,0.035,0.27,0.99602,6.2,46.0,3.12,11.0,0.38,116.0,0.15
10.2,0.057,0.34,0.99751,7.3,46.0,3.14,14.8,0.57,173.0,0.36
8.7,0.05,0.27,0.9984,7.4,25.0,2.9,15.5,0.43,135.0,0.16
9.0,0.058,0.39,0.99755,7.1,26.0,2.9,13.7,0.46,172.0,0.23
10.5,0.053,0.49,0.9942,6.4,25.0,3.01,5.8,0.98,120.0,0.24
9.8,0.039,0.26,0.9942,7.9,8.0,3.05,2.1,0.74,143.0,0.19
14.2,0.037,0.28,0.98779,6.4,31.0,3.12,1.6,0.4,113.0,0.35
11.4,0.041,0.31,0.99254,6.7,7.0,3.04,7.4,0.47,81.0,0.28
11.8,0.033,0.28,0.99075,7.2,38.0,2.99,2.7,0.43,94.0,0.21
9.1,0.067,0.34,0.9986,7.1,35.0,3.07,14.4,0.53,189.0,0.26
9.2,0.057,0.44,0.99804,6.2,39.0,3.14,15.8,0.51,167.0,0.25
10.8,0.052,0.25,0.9935,6.8,22.0,3.09,6.2,0.54,106.0,0.2
9.4,0.049,0.26,0.9934,7.1,12.0,3.15,1.9,0.38,86.0,0.28
11.2,0.03,0.27,0.99212,8.1,43.0,3.16,4.3,0.33,123.0,0.26
9.7,0.056,0.34,0.9946,8.9,13.0,3.14,1.6,0.47,176.0,0.34
9.6,0.045,0.39,0.9972,7.5,59.0,3.16,10.2,0.63,209.0,0.28
10.6,0.038,0.35,0.9912,6.2,22.0,3.1,1.2,0.48,167.0,0.24
9.6,0.043,0.36,0.99556,6.8,60.0,3.16,7.0,0.49,207.0,0.28
11.4,0.041,0.42,0.9925,8.6,35.0,3.11,1.5,0.49,125.0,0.2
8.8,0.047,0.27,0.99742,6.6,54.0,3.04,10.3,0.45,219.0,0.24
10.5,0.03,0.33,0.99202,7.0,25.0,2.88,4.7,0.54,76.0,0.2
9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49,229.0,0.19
11.0,0.025,0.3,0.99104,6.7,17.0,3.11,1.4,0.44,76.0,0.2
10.0,0.046,0.17,0.99288,7.6,28.0,3.08,1.6,0.43,117.0,0.28
9.2,0.048,0.37,0.9995,7.4,43.0,3.03,16.95,0.42,190.0,0.2
11.1,0.034,0.29,0.99237,6.4,62.0,3.1,3.9,0.59,140.0,0.27
9.4,0.053,0.28,0.99489,6.0,37.0,3.06,7.7,0.5,132.0,0.25
11.4,0.02,0.3,0.99362,7.2,14.0,2.99,8.25,0.44,104.0,0.32
11.0,0.044,0.38,0.99326,6.4,35.0,2.97,9.1,0.3,127.0,0.22
10.2,0.052,0.33,0.9976,8.1,52.5,3.03,11.1,0.49,158.0,0.26
9.0,0.041,0.25,0.9929,6.1,9.0,3.08,1.8,0.54,109.0,0.27
12.6,0.037,0.24,0.98942,6.4,31.0,2.9,3.2,0.66,95.0,0.29
10.7,0.035,0.28,0.9916,6.6,32.0,3.1,1.3,0.42,90.0,0.34
9.9,0.041,0.48,0.9958,8.2,11.0,3.17,1.4,0.57,99.0,0.21
8.7,0.044,0.62,0.9975,7.1,52.0,3.12,11.8,0.46,152.0,0.44
10.3,0.031,0.49,0.9932,8.5,17.0,3.03,1.5,0.4,122.0,0.15
9.2,0.037,0.47,0.99822,7.6,42.0,3.04,13.3,0.5,116.0,0.35
11.9,0.039,0.49,0.9934,8.4,46.0,3.03,7.4,0.33,108.0,0.24
11.0,0.037,0.32,0.9919,7.7,23.0,2.93,1.6,0.33,124.0,0.3
11.2,0.04,0.32,0.993,6.9,16.0,3.04,5.8,0.58,112.0,0.29
9.4,0.054,0.3,0.994,6.9,23.0,2.99,4.1,0.38,116.0,0.25
13.0,0.032,0.28,0.9932,7.9,13.0,2.99,12.9,0.43,63.0,0.35
9.0,0.052,0.32,0.9959,6.8,35.0,3.14,7.6,0.38,143.0,0.31
11.4,0.043,0.26,0.99234,6.4,28.0,2.99,8.2,0.31,98.0,0.38
12.4,0.028,0.36,0.99272,7.3,44.0,3.14,8.2,0.41,111.0,0.17
10.8,0.029,0.31,0.99326,6.9,41.0,3.08,6.3,0.49,131.0,0.22
10.7,0.046,0.49,0.996,8.2,55.0,3.08,8.0,0.52,223.0,0.34
12.7,0.066,0.46,0.9906,7.1,29.0,3.12,1.5,0.54,133.0,0.3
10.2,0.051,0.29,0.9939,7.7,25.0,3.16,4.3,0.39,142.0,0.28
11.4,0.02,0.3,0.99362,7.2,14.0,2.99,8.25,0.44,104.0,0.32
10.0,0.049,0.3,0.9954,8.1,39.0,2.99,7.8,0.58,152.0,0.26
9.4,0.044,0.18,0.99655,6.2,61.0,3.14,11.6,0.52,155.0,0.21
9.0,0.053,0.23,0.99458,5.8,29.0,3.13,5.0,0.52,106.0,0.33
12.5,0.043,0.29,0.9902,6.9,33.0,3.16,4.2,0.31,114.0,0.26
12.2,0.035,0.25,0.99148,8.0,38.0,2.91,6.4,0.23,103.0,0.34
10.7,0.042,0.26,0.9944,7.6,32.0,3.14,6.5,0.47,160.0,0.29
9.0,0.051,0.42,0.9932,5.7,61.0,3.02,1.1,0.4,197.0,0.45
10.8,0.035,0.49,0.9958,8.0,40.0,3.14,11.7,0.34,131.0,0.29
10.5,0.034,0.36,0.9944,8.2,12.0,3.01,6.8,0.38,90.0,0.22
9.5,0.034,0.29,0.99683,7.3,61.0,3.14,11.3,0.56,224.0,0.51
9.2,0.052,0.22,0.9946,6.5,49.0,3.14,4.8,0.62,142.0,0.41
13.3,0.033,0.42,0.9918,8.1,36.0,2.98,6.6,0.39,141.0,0.43
9.4,0.045,0.41,0.9952,6.4,61.0,3.09,6.8,0.46,216.0,0.28
13.3,0.036,0.28,0.988245,6.2,28.0,3.14,1.6,0.41,106.0,0.3
11.9,0.04,0.28,0.99043,7.4,45.0,3.02,1.8,0.4,121.0,0.27
12.4,0.026,0.23,0.9896,6.8,31.0,3.1,3.3,0.4,99.0,0.32
11.1,0.032,0.37,0.992,7.3,60.0,3.11,1.8,0.35,156.0,0.23
9.8,0.04,0.2,0.99442,5.8,42.0,3.15,7.3,0.48,145.0,0.27
10.2,0.046,0.46,0.9966,9.9,34.0,3.02,1.4,0.49,185.0,1.005
8.7,0.06,0.15,0.99354,6.0,51.0,3.14,1.3,0.51,154.0,0.26
9.5,0.051,0.35,0.99422,7.6,23.0,3.1,4.3,0.44,98.0,0.15
9.9,0.05,0.24,0.99286,7.3,10.0,3.11,1.7,0.43,112.0,0.26
11.2,0.019,0.28,0.9902,5.7,15.0,3.06,2.2,0.52,65.0,0.28
13.55,0.037,0.33,0.98758,5.5,24.0,3.15,1.7,0.39,118.0,0.62
9.6,0.041,0.28,0.9928,6.5,43.0,3.13,1.8,0.37,188.0,0.34
8.7,0.046,0.31,1.0,7.1,55.0,3.07,18.2,0.56,252.0,0.27
9.2,0.044,0.25,0.998,7.0,27.0,2.91,14.3,0.46,149.0,0.16
9.7,0.039,0.23,0.99705,6.3,47.0,3.14,14.9,0.35,142.0,0.25
9.4,0.066,0.42,0.99552,6.9,41.0,3.12,6.2,0.54,176.0,0.4
10.9,0.042,0.27,0.99094,6.4,35.0,3.03,2.1,0.63,100.0,0.23
9.7,0.066,0.4,0.99488,7.6,14.0,3.17,5.2,0.8,91.0,0.23
11.5,0.033,0.26,0.98954,6.0,38.0,3.14,1.1,0.38,67.0,0.2
10.2,0.041,0.21,0.99225,6.4,35.0,3.15,1.2,0.46,136.0,0.39
9.0,0.035,0.32,0.99666,6.7,18.0,2.88,12.5,0.36,156.0,0.16
9.3,0.064,0.3,0.9961,7.4,26.0,2.94,8.8,0.56,103.0,0.18
8.7,0.056,0.3,0.99825,7.4,33.0,2.9,13.7,0.44,168.0,0.16
9.3,0.051,0.25,0.99946,6.2,28.0,3.13,18.4,0.62,182.0,0.35
10.9,0.049,0.37,0.9924,7.2,23.0,3.16,1.6,0.48,94.0,0.21
10.7,0.033,0.0,0.99551,6.7,32.0,3.15,13.0,0.5,75.0,0.66
9.1,0.067,0.34,0.9986,7.1,35.0,3.07,14.4,0.53,189.0,0.26
8.6,0.092,0.24,0.9951,6.8,30.0,3.03,4.9,0.46,123.0,0.22
9.0,0.058,0.38,0.9979,7.2,55.0,3.09,14.3,0.44,194.0,0.23
11.8,0.028,0.37,0.99132,7.4,28.0,3.14,1.2,0.61,89.0,0.2
8.8,0.047,0.23,0.99906,6.6,37.0,3.08,17.3,0.46,118.0,0.22
8.6,0.076,0.28,0.9979,6.8,50.0,3.03,13.3,0.38,163.0,0.27
10.4,0.032,0.36,0.993,7.6,6.0,3.15,1.6,0.4,106.0,0.26
9.0,0.04,0.17,0.9939,6.2,24.0,3.01,2.8,0.46,125.0,0.3
8.7,0.044,0.62,0.9975,7.1,52.0,3.12,11.8,0.46,152.0,0.44
9.4,0.033,0.17,0.99754,6.9,59.0,3.08,12.9,0.49,186.0,0.4
8.9,0.052,0.24,0.9961,6.8,54.0,3.13,7.8,0.47,214.0,0.26
12.7,0.026,0.37,0.99174,7.2,27.0,3.13,5.4,0.84,114.0,0.27
9.2,0.053,0.24,0.99373,6.3,20.0,3.11,3.4,0.52,119.0,0.18
11.4,0.05,0.41,0.993,6.9,10.0,3.16,1.7,0.71,136.0,0.28
8.8,0.044,0.32,0.99975,8.7,35.0,3.12,13.4,0.47,169.0,0.23
11.6,0.042,0.28,0.98998,6.3,38.0,3.14,2.4,0.37,102.0,0.22
12.4,0.034,0.28,0.99026,6.8,25.0,3.08,4.8,0.47,100.0,0.32
10.1,0.142,0.53,0.9926,6.5,5.0,3.14,1.4,0.52,69.0,0.38
11.45,0.021,0.28,0.99188,6.1,29.0,3.15,6.6,0.36,132.0,0.32
9.6,0.048,0.2,0.9929,6.3,48.0,3.17,2.0,0.51,191.0,0.36
10.5,0.049,0.18,0.9963,6.1,41.0,3.14,10.5,0.35,124.0,0.25
9.8,0.048,0.5,0.9928,6.0,59.0,3.08,2.2,0.61,153.0,0.26
9.0,0.088,0.46,0.99786,7.7,61.0,2.86,11.8,0.47,183.0,0.35
10.0,0.044,0.24,0.99726,7.1,48.0,3.04,12.6,0.56,118.0,0.27
9.2,0.045,0.31,0.9986,7.4,39.0,3.1,14.5,0.5,193.0,0.19
9.2,0.239,0.49,0.9988,7.6,42.0,2.96,13.0,0.51,220.0,0.47
8.8,0.05,0.74,0.998,7.2,56.0,3.03,13.6,0.44,162.0,0.26
12.6,0.037,0.32,0.98878,5.4,10.0,3.04,2.5,0.58,51.0,0.15
9.3,0.055,0.56,1.00047,8.5,47.0,3.07,17.3,0.67,169.0,0.19
9.1,0.048,0.15,0.99571,6.0,101.0,3.05,9.7,0.3,207.0,0.23
9.9,0.04,0.2,0.99425,6.3,24.0,3.15,5.8,0.63,144.0,0.33
8.6,0.039,0.3,0.9942,6.3,24.0,3.05,3.1,0.43,115.0,0.28
8.7,0.04,0.79,0.99839,7.5,51.0,2.98,11.95,0.44,159.0,0.27
9.9,0.055,0.56,0.99605,7.5,15.0,3.13,9.7,0.65,170.0,0.38
12.5,0.034,0.28,0.99151,6.7,29.0,2.96,8.3,0.39,81.0,0.36
11.5,0.036,0.4,0.9909,6.9,14.0,3.08,1.4,0.68,55.0,0.19
9.8,0.087,0.37,0.99438,7.6,27.0,3.09,1.6,0.5,177.0,0.3
9.7,0.05,0.3,0.9951,9.0,7.0,3.11,1.5,0.45,175.0,0.43
10.4,0.057,0.49,0.9928,8.2,15.0,3.07,0.9,0.38,73.0,0.23
8.7,0.051,0.66,0.9976,7.4,77.0,3.05,10.8,0.46,194.0,0.41
10.5,0.072,0.24,0.99785,7.9,44.0,3.03,15.6,0.59,229.0,0.35
9.5,0.045,0.54,0.999,7.2,54.0,3.08,16.7,0.49,200.0,0.28
10.8,0.047,0.49,0.9914,6.7,30.0,2.92,1.4,0.42,114.0,0.21
11.0,0.036,0.36,0.9939,7.5,45.0,3.03,7.0,0.33,164.0,0.27
9.1,0.05,0.31,0.99884,7.5,26.0,3.05,13.1,0.53,180.0,0.24
11.3,0.033,0.49,0.9955,7.8,37.0,3.14,13.0,0.35,158.0,0.43
12.8,0.044,0.42,0.9914,7.6,6.0,3.04,1.5,0.74,114.0,0.19
10.9,0.046,0.28,0.99665,7.2,6.0,3.17,15.2,0.39,41.0,0.27
9.1,0.046,0.29,0.99834,6.6,39.0,3.05,14.4,0.5,118.0,0.22
9.4,0.052,0.53,0.9986,6.6,22.0,2.94,15.1,0.35,136.0,0.22
10.6,0.027,0.32,0.99479,9.4,20.0,3.08,6.5,0.43,167.0,0.42
9.4,0.044,0.42,0.99562,6.6,60.0,3.14,8.2,0.48,196.0,0.28
12.0,0.037,0.31,0.991,7.1,15.0,3.14,1.6,0.5,103.0,0.17
9.3,0.061,0.27,0.99772,7.2,46.0,2.99,11.2,0.59,149.0,0.19
10.6,0.027,0.28,0.98985,5.9,5.0,3.13,0.7,0.32,28.0,0.17
11.2,0.05,0.35,0.99138,7.8,36.0,3.09,1.2,0.45,140.0,0.27
8.9,0.065,0.64,0.9978,6.5,65.0,3.12,11.8,0.51,225.0,0.41
10.4,0.037,0.6,0.99255,6.9,6.0,2.92,4.0,0.59,122.0,0.19
11.5,0.039,0.28,0.99355,7.0,32.0,3.05,10.6,0.55,117.0,0.22
11.7,0.032,0.35,0.98988,7.0,42.0,3.16,1.0,0.37,104.0,0.24
9.2,0.047,0.24,0.99604,6.4,41.0,3.11,7.2,0.6,151.0,0.38
